Data	Otwarcie	Najwyzszy	Najnizszy	Srednia	Zamkniecie	Wolumen	Srednia_por
2018-07-12	42.9	43.45	42.85	43.150000000000006	42.95	725	43.150000000000006
2018-07-13	43.0	43.0	41.7	42.35	41.7	42951	42.35
2018-07-16	42.25	42.25	40.85	41.55	41.0	44344	41.55
2018-07-17	41.0	41.0	38.3	39.65	39.5	8425	39.65
2018-07-18	39.5	39.7	38.15	38.925	39.3	3614	38.925
2018-07-19	39.3	40.0	39.0	39.5	40.0	3117	39.5
2018-07-20	40.0	40.0	39.0	39.5	39.85	1838	39.5
2018-07-23	40.0	40.0	39.25	39.625	39.5	2266	39.625
2018-07-24	39.95	41.0	39.15	40.075	39.55	36570	40.075
2018-07-25	40.0	41.7	39.6	40.650000000000006	40.0	22879	40.650000000000006
2018-07-26	40.15	43.45	39.8	41.625	40.6	34156	41.625
2018-07-27	47.0	51.7	47.0	49.35	48.5	299514	49.35
2018-07-30	49.5	49.8	45.3	47.55	45.5	181262	47.55
2018-07-31	45.65	46.9	45.25	46.075	46.0	55189	46.075
2018-08-01	46.2	46.7	45.65	46.175	45.7	8503	46.175
2018-08-02	46.1	46.65	45.5	46.075	46.0	2107	46.075
2018-08-03	46.0	46.5	45.5	46.0	46.0	9027	46.0
2018-08-06	46.0	47.0	45.65	46.325	46.4	9574	46.325
2018-08-07	46.4	47.0	45.65	46.325	46.4	13162	46.325
2018-08-08	46.9	46.9	46.0	46.45	46.0	61973	46.45
2018-08-09	46.0	46.7	45.65	46.175	45.95	11832	46.175
2018-08-10	45.9	45.9	44.75	45.325	45.1	10585	45.325
2018-08-13	45.0	45.4	44.3	44.849999999999994	45.0	6892	44.849999999999994
2018-08-14	45.0	45.0	44.5	44.75	44.85	5162	44.75
2018-08-16	44.7	46.0	44.3	45.15	45.0	13468	45.15
2018-08-17	45.9	45.9	44.1	45.0	44.75	6364	45.0
2018-08-20	45.0	45.0	44.35	44.675	44.35	6753	44.675
2018-08-21	44.9	45.0	44.8	44.9	45.0	1152	44.9
2018-08-22	45.0	45.0	44.5	44.75	45.0	10774	44.75
2018-08-23	45.0	45.0	44.6	44.8	44.95	964	44.8
2018-08-24	45.0	45.0	44.8	44.9	45.0	16902	44.9
2018-08-27	45.0	45.0	44.7	44.85	45.0	1440	44.85
2018-08-28	45.0	45.05	44.8	44.925	45.0	10004	44.925
2018-08-29	45.0	45.0	44.6	44.8	45.0	490	44.8
2018-08-30	45.0	45.0	44.1	44.55	44.95	4221	44.55
2018-08-31	44.5	45.0	44.05	44.525	45.0	4413	44.525
2018-09-03	44.95	45.15	44.1	44.625	45.0	22103	44.625
2018-09-04	45.0	45.0	44.05	44.525	44.05	608	44.525
2018-09-05	44.05	44.35	43.0	43.675	44.0	1807	43.675
2018-09-06	44.0	44.0	41.5	42.75	41.5	58840	42.75
2018-09-07	41.5	43.3	41.5	42.4	43.3	72049	42.4
2018-09-10	44.95	44.95	42.7	43.825	43.5	2481	43.825
2018-09-11	43.5	44.0	42.8	43.4	43.3	23523	43.4
2018-09-12	43.25	43.9	43.0	43.45	43.1	115655	43.45
2018-09-13	43.2	43.3	43.0	43.15	43.3	11552	43.15
2018-09-14	42.45	42.45	39.95	41.2	42.0	29542	41.2
2018-09-17	42.0	43.4	42.0	42.7	43.0	11880	42.7
2018-09-18	43.0	46.15	43.0	44.575	46.15	4375	44.575
2018-09-19	46.0	46.1	44.8	45.45	44.8	2198	45.45
2018-09-20	46.5	46.5	42.2	44.35	45.0	17784	44.35
2018-09-21	45.2	45.2	43.05	44.125	43.1	18474	44.125
2018-09-24	44.8	44.8	43.2	44.0	43.2	27376	44.0
2018-09-25	43.9	43.9	43.4	43.65	43.5	137	43.65
2018-09-26	44.35	44.35	43.45	43.900000000000006	43.45	594	43.900000000000006
2018-09-27	43.25	44.25	43.25	43.75	44.1	262	43.75
2018-09-28	44.0	44.0	42.3	43.15	43.0	4005	43.15
2018-10-01	43.3	43.7	43.0	43.35	43.15	46017	43.35
2018-10-02	43.4	43.4	42.8	43.099999999999994	43.1	767	43.099999999999994
2018-10-03	42.3	43.05	42.3	42.675	42.65	107	42.675
2018-10-04	42.6	42.6	42.0	42.3	42.5	624	42.3
2018-10-05	42.8	42.8	42.0	42.4	42.25	22052	42.4
2018-10-08	42.0	42.0	40.5	41.25	40.8	4145	41.25
2018-10-09	40.4	40.9	38.25	39.575	38.25	23727	39.575
2018-10-10	38.75	39.7	37.25	38.475	37.9	6661	38.475
2018-10-11	37.0	37.4	35.3	36.349999999999994	36.9	52604	36.349999999999994
2018-10-12	37.4	38.5	36.5	37.5	37.0	2375	37.5
2018-10-15	36.0	38.3	35.6	36.95	38.3	7060	36.95
2018-10-16	37.8	38.5	37.8	38.15	38.0	4944	38.15
2018-10-17	38.0	40.2	38.0	39.1	40.0	10261	39.1
2018-10-18	40.2	40.9	39.55	40.224999999999994	40.0	8889	40.224999999999994
2018-10-19	40.0	40.0	37.5	38.75	37.5	48986	38.75
2018-10-22	38.0	38.7	37.0	37.85	37.0	3135	37.85
2018-10-23	37.0	37.0	35.4	36.2	35.4	2225	36.2
2018-10-24	35.4	35.9	34.3	35.099999999999994	34.5	45255	35.099999999999994
2018-10-25	34.1	34.1	31.15	32.625	33.3	47990	32.625
2018-10-26	33.0	33.5	32.05	32.775	32.5	21067	32.775
2018-10-29	32.4	32.4	24.05	28.225	24.5	273927	28.225
2018-10-30	25.0	26.85	24.25	25.55	25.6	167188	25.55
2018-10-31	25.85	25.85	25.1	25.475	25.1	9250	25.475
2018-11-02	25.05	25.7	25.0	25.35	25.05	9375	25.35
2018-11-05	25.5	25.5	24.5	25.0	25.0	3796	25.0
2018-11-06	25.0	25.45	23.95	24.7	23.95	316266	24.7
2018-11-07	24.3	24.3	23.45	23.875	23.5	11283	23.875
2018-11-08	23.4	23.85	23.2	23.525	23.55	2584	23.525
2018-11-09	23.7	23.7	22.7	23.2	23.0	16333	23.2
2018-11-13	22.7	22.7	21.25	21.975	22.0	107495	21.975
2018-11-14	22.0	22.9	22.0	22.45	22.9	2385	22.45
2018-11-15	22.5	24.4	22.4	23.4	22.9	38548	23.4
2018-11-16	22.9	23.05	21.3	22.175	21.5	24828	22.175
2018-11-19	20.7	22.0	20.55	21.275	21.9	129388	21.275
2018-11-20	21.2	21.65	20.55	21.1	20.6	13173	21.1
2018-11-21	20.55	21.0	20.3	20.65	21.0	12929	20.65
2018-11-22	21.0	21.0	19.5	20.25	20.55	13781	20.25
2018-11-23	20.7	21.0	20.7	20.85	21.0	26154	20.85
2018-11-26	21.0	21.5	20.2	20.85	20.8	42155	20.85
2018-11-27	21.5	21.5	19.62	20.560000000000002	20.7	77268	20.560000000000002
2018-11-28	20.5	22.05	20.05	21.05	20.35	250151	21.05
2018-11-29	20.65	21.6	20.5	21.05	21.0	13779	21.05
2018-11-30	21.0	21.65	20.35	21.0	20.7	13647	21.0
2018-12-03	21.0	21.7	20.55	21.125	21.7	68783	21.125
2018-12-04	22.0	23.2	21.35	22.275	22.5	353461	22.275
2018-12-05	21.95	24.45	21.75	23.1	23.95	51980	23.1
2018-12-06	23.9	24.7	22.8	23.75	24.05	43293	23.75
2018-12-07	24.25	26.15	24.25	25.2	25.0	67506	25.2
2018-12-10	24.85	25.45	23.8	24.625	23.8	16557	24.625
2018-12-11	24.1	25.6	24.05	24.825000000000003	24.6	19043	24.825000000000003
2018-12-12	25.5	25.5	24.4	24.95	24.8	9005	24.95
2018-12-13	25.4	25.4	24.4	24.9	24.45	12834	24.9
2018-12-14	24.7	24.7	23.05	23.875	23.1	16592	23.875
2018-12-17	22.9	23.8	22.25	23.025	22.6	13764	23.025
2018-12-18	22.5	22.7	21.8	22.25	22.1	23802	22.25
2018-12-19	21.9	22.7	21.9	22.299999999999997	22.45	71883	22.299999999999997
2018-12-20	22.45	23.1	22.45	22.775	22.65	41918	22.775
2018-12-21	22.45	22.7	22.45	22.575	22.5	24989	22.575
2018-12-27	22.9	22.9	22.3	22.6	22.5	3055	22.6
2018-12-28	22.45	22.85	22.45	22.65	22.75	5059	22.65
2019-01-02	22.75	24.3	22.75	23.525	23.95	12478	23.525
2019-01-03	23.8	24.45	23.05	23.75	23.05	8608	23.75
2019-01-04	23.05	23.55	23.05	23.3	23.45	2021	23.3
2019-01-07	23.5	23.75	22.7	23.225	22.7	7736	23.225
2019-01-08	22.75	22.9	22.4	22.65	22.4	9846	22.65
2019-01-09	22.5	22.75	22.3	22.525	22.5	7142	22.525
2019-01-10	22.7	23.0	22.4	22.7	22.6	17776	22.7
2019-01-11	22.85	22.95	22.5	22.725	22.5	9576	22.725
2019-01-14	22.75	22.75	22.5	22.625	22.55	3058	22.625
2019-01-15	22.55	22.85	21.9	22.375	22.0	19106	22.375
2019-01-16	22.0	22.5	21.25	21.875	22.4	11917	21.875
2019-01-17	22.4	22.7	22.2	22.45	22.6	5746	22.45
2019-01-18	22.7	22.75	22.4	22.575	22.6	33823	22.575
2019-01-21	22.7	23.35	22.55	22.950000000000003	23.35	24382	22.950000000000003
2019-01-22	23.5	24.45	23.5	23.975	24.25	16241	23.975
2019-01-23	24.25	24.8	24.0	24.4	24.8	6362	24.4
2019-01-24	24.9	25.0	24.0	24.5	24.35	6868	24.5
2019-01-25	24.35	24.4	23.6	24.0	24.1	8815	24.0
2019-01-28	24.1	24.4	23.9	24.15	24.05	4685	24.15
2019-01-29	24.0	24.0	23.0	23.5	23.55	72542	23.5
2019-01-30	23.85	23.85	23.35	23.6	23.5	29746	23.6
2019-01-31	23.55	23.9	23.35	23.625	23.9	16931	23.625
2019-02-01	23.9	24.1	23.9	24.0	23.95	29077	24.0
2019-02-04	24.2	25.3	24.2	24.75	25.2	8615	24.75
2019-02-05	25.4	26.7	25.4	26.049999999999997	26.15	32601	26.049999999999997
2019-02-06	26.3	26.35	25.6	25.975	25.6	12218	25.975
2019-02-07	25.9	25.9	25.2	25.549999999999997	25.5	4661	25.549999999999997
2019-02-08	25.4	26.3	25.05	25.675	26.3	8003	25.675
2019-02-11	26.0	26.2	25.75	25.975	25.9	13667	25.975
2019-02-12	25.9	26.0	24.4	25.2	24.95	22223	25.2
2019-02-13	25.1	25.1	23.8	24.450000000000003	24.0	13796	24.450000000000003
2019-02-14	23.85	24.5	23.85	24.175	24.0	55679	24.175
2019-02-15	24.4	24.85	24.0	24.425	24.7	11279	24.425
2019-02-18	24.8	24.8	24.0	24.4	24.65	3902	24.4
2019-02-19	24.45	24.45	23.85	24.15	24.1	3909	24.15
2019-02-20	23.9	24.1	23.35	23.725	23.5	13195	23.725
2019-02-21	23.45	24.0	23.45	23.725	23.95	4439	23.725
2019-02-22	23.9	24.2	23.55	23.875	24.1	4000	23.875
2019-02-25	24.1	25.0	23.9	24.45	24.85	15977	24.45
2019-02-26	24.95	25.8	24.9	25.35	25.35	29626	25.35
2019-02-27	25.8	26.25	25.0	25.625	25.0	15033	25.625
2019-02-28	25.3	25.3	24.55	24.925	24.8	7211	24.925
2019-03-01	25.1	25.3	24.8	25.05	24.8	2635	25.05
2019-03-04	24.85	25.4	24.6	25.0	24.6	6639	25.0
2019-03-05	24.6	24.8	24.15	24.475	24.5	4650	24.475
2019-03-06	24.65	24.65	24.2	24.424999999999997	24.5	1512	24.424999999999997
2019-03-07	24.7	24.7	24.25	24.475	24.35	1431	24.475
2019-03-08	24.2	24.2	23.8	24.0	24.0	6500	24.0
2019-03-11	24.0	24.8	22.2	23.5	22.4	37754	23.5
2019-03-12	22.3	22.35	21.1	21.725	22.25	98805	21.725
2019-03-13	22.35	22.5	22.0	22.25	22.5	9966	22.25
2019-03-14	22.8	23.35	22.7	23.025	23.0	48817	23.025
2019-03-15	23.0	24.35	23.0	23.675	24.35	51347	23.675
2019-03-18	24.35	24.45	23.5	23.975	24.4	12905	23.975
2019-03-19	24.45	25.5	24.45	24.975	24.75	25108	24.975
2019-03-20	24.7	26.85	24.7	25.775	26.85	25715	25.775
2019-03-21	26.8	29.45	26.8	28.125	28.05	81211	28.125
2019-03-22	28.1	28.75	27.0	27.875	27.35	24205	27.875
2019-03-25	27.1	27.15	26.45	26.799999999999997	26.7	10696	26.799999999999997
2019-03-26	27.0	28.3	27.0	27.65	28.0	14766	27.65
2019-03-27	28.15	28.5	26.6	27.55	26.6	18022	27.55
2019-03-28	26.6	26.7	25.0	25.85	26.1	44429	25.85
2019-03-29	26.35	26.35	25.25	25.8	25.9	11652	25.8
2019-04-01	26.15	27.0	26.05	26.525	26.4	14774	26.525
2019-04-02	27.0	28.5	27.0	27.75	27.95	17724	27.75
2019-04-03	28.6	29.5	28.4	28.95	29.4	42813	28.95
2019-04-04	29.5	30.95	29.3	30.125	29.3	54442	30.125
2019-04-05	29.3	30.45	28.2	29.325	28.6	45406	29.325
2019-04-08	28.55	29.4	28.1	28.75	28.85	8171	28.75
2019-04-09	29.2	30.2	29.0	29.6	29.2	18135	29.6
2019-04-10	29.65	29.75	28.8	29.275	29.05	7375	29.275
2019-04-11	29.2	29.3	28.8	29.05	29.3	4317	29.05
2019-04-12	29.15	29.3	28.5	28.9	28.85	99781	28.9
2019-04-15	28.85	29.15	28.55	28.85	29.1	1932	28.85
2019-04-16	29.1	29.2	27.95	28.575	28.65	8167	28.575
2019-04-17	28.65	29.2	28.4	28.799999999999997	28.4	4118	28.799999999999997
2019-04-18	28.15	28.7	28.15	28.424999999999997	28.4	4199	28.424999999999997
2019-04-23	28.4	28.6	26.35	27.475	27.8	27439	27.475
2019-04-24	29.0	29.8	28.6	29.200000000000003	29.35	32943	29.200000000000003
2019-04-25	29.2	29.2	28.55	28.875	28.8	52923	28.875
2019-04-26	29.0	29.2	28.3	28.75	28.35	6838	28.75
2019-04-29	28.4	28.4	27.3	27.85	28.05	8187	27.85
2019-04-30	28.05	28.05	27.5	27.775	27.6	10398	27.775
2019-05-02	27.35	27.55	27.2	27.375	27.35	14970	27.375
2019-05-06	27.1	27.5	26.4	26.95	26.7	18797	26.95
2019-05-07	27.1	27.4	26.85	27.125	26.9	23246	27.125
2019-05-08	26.75	28.0	26.75	27.375	28.0	27073	27.375
2019-05-09	27.6	29.05	27.6	28.325000000000003	28.25	30500	28.325000000000003
2019-05-10	28.25	28.35	27.65	28.0	27.9	23207	28.0
2019-05-13	27.9	27.9	27.15	27.525	27.15	7771	27.525
2019-05-14	27.1	27.95	27.1	27.525	27.7	5835	27.525
2019-05-15	28.0	28.5	27.4	27.95	28.2	10134	27.95
2019-05-16	27.95	28.5	27.2	27.85	28.5	26746	27.85
2019-05-17	28.5	28.6	28.0	28.3	28.5	7071	28.3
2019-05-20	27.95	28.6	27.95	28.275	28.2	1359	28.275
2019-05-21	27.9	28.55	27.7	28.125	28.55	7354	28.125
2019-05-22	28.4	28.75	28.25	28.5	28.6	3383	28.5
2019-05-23	28.85	29.9	28.85	29.375	29.15	16602	29.375
2019-05-24	29.75	30.0	29.15	29.575	29.65	22503	29.575
2019-05-27	29.65	30.8	29.65	30.225	30.7	21936	30.225
2019-05-28	31.0	31.8	30.9	31.35	31.5	10665	31.35
2019-05-29	32.0	32.0	30.4	31.2	30.6	8034	31.2
2019-05-30	30.65	30.9	30.2	30.549999999999997	30.25	35480	30.549999999999997
2019-05-31	30.15	30.15	28.75	29.45	29.75	22738	29.45
2019-06-03	29.8	30.4	29.8	30.1	30.0	11295	30.1
2019-06-04	30.1	30.1	29.0	29.55	29.5	7612	29.55
2019-06-05	29.5	29.75	28.7	29.225	29.75	5461	29.225
2019-06-06	29.75	30.4	29.5	29.95	29.8	7343	29.95
2019-06-07	29.75	30.3	29.5	29.9	29.5	4622	29.9
2019-06-10	29.5	29.8	29.15	29.475	29.45	4549	29.475
2019-06-11	30.0	30.0	29.35	29.675	29.75	4571	29.675
2019-06-12	29.75	30.15	29.75	29.95	29.95	2807	29.95
2019-06-13	30.6	31.0	29.75	30.375	29.75	12030	30.375
2019-06-14	29.8	30.45	29.7	30.075	29.9	7286	30.075
2019-06-17	29.9	30.1	29.9	30.0	29.9	91994	30.0
2019-06-18	30.6	30.6	30.0	30.3	30.6	9745	30.3
2019-06-19	30.5	31.0	30.5	30.75	30.7	3053	30.75
2019-06-21	31.0	31.1	29.25	30.175	30.1	11413	30.175
2019-06-24	30.4	30.4	30.1	30.25	30.1	2824	30.25
2019-06-25	30.4	30.4	29.6	30.0	30.0	3967	30.0
2019-06-26	30.0	30.0	29.65	29.825	29.9	2256	29.825
2019-06-27	29.9	29.95	29.9	29.924999999999997	29.95	3585	29.924999999999997
2019-06-28	30.0	30.0	29.65	29.825	29.9	3733	29.825
2019-07-01	29.9	30.55	29.65	30.1	30.55	12622	30.1
2019-07-02	30.6	30.6	30.2	30.4	30.5	848	30.4
2019-07-03	30.95	30.95	30.5	30.725	30.9	8389	30.725
2019-07-04	30.95	32.0	30.65	31.325	31.85	9875	31.325
2019-07-05	32.0	33.45	32.0	32.725	32.0	11295	32.725
2019-07-08	33.25	33.25	31.8	32.525	31.95	14768	32.525
2019-07-09	32.0	32.85	30.9	31.875	31.2	108514	31.875
2019-07-10	31.2	31.65	30.5	31.075	31.15	110320	31.075
2019-07-11	31.0	32.8	30.85	31.825	32.8	6762	31.825
2019-07-12	32.4	32.7	31.65	32.175	31.9	18057	32.175
2019-07-15	32.3	32.7	32.3	32.5	32.5	1186	32.5
2019-07-16	32.5	32.6	32.0	32.3	32.05	1527	32.3
2019-07-17	32.0	32.45	31.65	32.05	31.65	2443	32.05
2019-07-18	31.65	32.0	31.45	31.725	32.0	737	31.725
2019-07-19	32.55	32.7	32.2	32.45	32.6	4313	32.45
2019-07-22	32.8	33.35	32.5	32.925	32.9	32398	32.925
2019-07-23	33.0	33.0	32.5	32.75	32.75	2417	32.75
2019-07-24	32.9	32.9	32.0	32.45	32.0	3183	32.45
2019-07-25	29.95	29.95	27.0	28.475	28.0	81981	28.475
2019-07-26	28.0	28.0	24.35	26.175	24.85	73517	26.175
2019-07-29	24.0	25.5	24.0	24.75	25.0	17702	24.75
2019-07-30	25.1	25.65	25.1	25.375	25.5	2894	25.375
2019-07-31	27.0	27.0	25.8	26.4	26.5	17437	26.4
2019-08-01	26.5	27.15	25.8	26.475	26.1	11183	26.475
2019-08-02	26.2	26.9	25.9	26.4	26.55	3613	26.4
2019-08-05	26.6	26.6	25.8	26.200000000000003	25.8	3735	26.200000000000003
2019-08-06	25.8	26.5	25.8	26.15	26.05	4862	26.15
2019-08-07	25.9	26.95	25.9	26.424999999999997	26.1	4649	26.424999999999997
2019-08-08	26.4	26.45	25.9	26.174999999999997	26.0	5688	26.174999999999997
2019-08-09	26.0	26.5	26.0	26.25	26.5	3341	26.25
2019-08-12	26.1	26.15	25.7	25.924999999999997	25.95	1552	25.924999999999997
2019-08-13	25.1	25.6	24.2	24.9	25.4	11934	24.9
2019-08-14	25.55	25.55	24.9	25.225	25.2	134730	25.225
2019-08-16	25.2	25.3	24.8	25.05	25.0	4209	25.05
2019-08-19	24.65	25.25	24.6	24.925	25.2	3564	24.925
2019-08-20	25.0	25.2	24.35	24.775	24.9	2832	24.775
2019-08-21	24.2	25.1	24.2	24.65	24.8	1281	24.65
2019-08-22	24.8	25.65	24.7	25.174999999999997	25.0	4882	25.174999999999997
2019-08-23	25.3	25.3	24.55	24.925	24.85	6334	24.925
2019-08-26	24.1	25.45	24.1	24.775	25.0	13126	24.775
2019-08-27	25.0	25.2	24.5	24.85	24.95	8037	24.85
2019-08-28	25.2	25.2	24.3	24.75	24.3	1345	24.75
2019-08-29	25.0	25.0	24.2	24.6	25.0	977	24.6
2019-08-30	24.95	25.0	24.4	24.7	25.0	3335	24.7
2019-09-02	25.0	25.15	24.7	24.924999999999997	25.0	589	24.924999999999997
